+------------+----------+-------------------------------------------------------------------------------------------------+-------------------+
| ChapterNum | VerseNum |                                              Text                                               |       Metre       |
| 4          | 57       | atitṛṣṇāc{ }ca māndhātā nahuṣo dvijavajñayā||                                                   | anuṣṭubh          |
| 4          | 58       | atidānād{ }balir{ }naṣṭa atiśauryeṇa arjunaḥ|                                                   | anuṣṭubh          |
| 4          | 58       | atidyūtān{ }nalo rājā nṛgo goharaṇena tu||                                                      | anuṣṭubh          |
| 4          | 59       | damena hīnaḥ puruṣo dvijendra                                                                   | upajāti           |
| 4          | 59       | svargaṃ ca mokṣaṃ ca sukhaṃ ca nāsti|                                                           | upajāti           |
| 4          | 59       | vijñānadharmakulakīrtināśa                                                                      | upajāti           |
| 4          | 59       | bhavanti vipra damayā vihīnāḥ||                                                                 | upajāti           |
| 4          | 60       | nirghṛṇo na paratrāsti nirghṛṇo na ihāsti vai|                                                  | anuṣṭubh          |
| 4          | 60       | nirghṛṇe na ca dharmo 'sti nirghṛṇe na tapo 'sti vai||                                          | anuṣṭubh          |
| 4          | 61       | parastrīṣu parārtheṣu parajīvāpakarṣaṇe|                                                        | anuṣṭubh          |
| 4          | 61       | paranindāparānneṣu ghṛṇāṃ pañcasu kārayet||                                                     | anuṣṭubh          |
| 4          | 62       | parastrī śṛṇu viprendra ghṛṇīkāryā sadā budhaiḥ|                                                | anuṣṭubh          |
| 4          | 62       | rājñī viprī parivrājā svayoniparayoniṣu||                                                       | anuṣṭubh          |
| 4          | 63       | parārthe śṛṇu bhūyo 'nya anyāyārtha{-}m{-}upārjanam|                                            | anuṣṭubh          |
| 4          | 63       | āḍhaprasthatulāvyājaiḥ parārthaṃ yo 'pakarṣati||                                                | anuṣṭubh          |
| 4          | 64       | jīvāpakarṣaṇe vipra ghṛṇīkurvīta paṇḍitaḥ|                                                      | anuṣṭubh          |
| 4          | 64       | vanajāvanajā jīvā vilagāś{ }caraṇācarāḥ||                                                       | anuṣṭubh          |
| 4          | 65       | paranindā ca kā vipra śṛṇu vakṣye samāsataḥ|                                                    | anuṣṭubh          |
| 4          | 65       | devānāṃ brāhmaṇānāṃ ca gurumātātithidviṣaḥ||                                                    | anuṣṭubh          |
| 4          | 66       | parānneṣu ghṛṇā kāryā abhojyeṣu ca bhojanam|                                                    | anuṣṭubh          |
| 4          | 66       | sūtake mṛtake śauṇḍe varṇabhraṣṭakule naṭe||                                                    | anuṣṭubh          |
| 4          | 67       | ete pañcaghṛṇāsu saktapuruṣāḥ svargārthamokṣārthino                                             | śārdūlavikrīḍita  |
| 4          | 67       | loke 'nindanam{ }āpnuvanti satataṃ kīrtir{ }yaśo'laṃkṛtāḥ|                                      | śārdūlavikrīḍita  |
| 4          | 67       | prajñābodhaśrutiṃ smṛtiṃ ca labhate mānaṃ ca nityaṃ labhed                                      | śārdūlavikrīḍita  |
| 4          | 67       | dākṣiṇyaṃ sabhavet{ }sa āyuṣa paraṃ prāpnoti niḥsaṃśayaḥ||                                      | śārdūlavikrīḍita  |
| 4          | 68       | caturmaunaṃ catuḥśatruś{ }caturāyatanaṃ tathā|                                                  | anuṣṭubh          |
| 4          | 68       | caturdhyānaṃ catuṣpādaṃ pañcadhanyavidhocyate||                                                 | anuṣṭubh          |
| 4          | 69       | caturmaunasya vakṣyāmi śṛṇuṣvāvahito bhava|                                                     | anuṣṭubh          |
| 4          | 69       | pāruṣyapiśunāmithyāsambhinnāni ca varjayet||                                                    | anuṣṭubh          |
| 4          | 70       | kāmaḥ krodhaś{ }ca lobhaś{ }ca mohaś{ }caiva caturvidhaḥ|                                       | anuṣṭubh          |
| 4          | 70       | catuḥśatrur{ }nihantavyaḥ so 'rihā vītakalmaṣaḥ||                                               | anuṣṭubh          |
| 4          | 71       | caturāyatanaṃ vipra kathayiṣyāmi tac{ }chṛṇu|                                                   | anuṣṭubh          |
| 4          | 71       | karuṇā muditopekṣā maitrī cāyatanaṃ smṛtam||                                                    | anuṣṭubh          |
| 4          | 72       | caturdhyānādhunā vakṣye saṃsārārṇavatāraṇam|                                                    | anuṣṭubh          |
| 4          | 72       | ātmavidyābhavaḥ sūkṣmaṃ dhyānam{ }uktaṃ caturvidham||                                           | anuṣṭubh          |
| 4          | 73       | ātmatattvaḥ smṛto dharmo vidyā pañcasu pañcadhā|                                                | anuṣṭubh          |
| 4          | 73       | ṣaṭtriṃśākṣaram{ }ityāhuḥ sūkṣmatattvam{ }alakṣaṇam||                                           | anuṣṭubh          |
| 4          | 74       | catuṣpādaḥ smṛto dharmaś{ }caturāśramam{ }āśritaḥ|                                              | anuṣṭubh          |
| 4          | 74       | gṛhastho brahmacārī ca vānaprastho 'tha bhaikṣukaḥ||                                            | anuṣṭubh          |
| 4          | 75       | dhanyās{ }te yair{ }idaṃ vetti nikhilena dvijottama|                                            | anuṣṭubh          |
| 4          | 75       | pāvanaṃ sarvapāpānāṃ puṇyānāṃ ca pravardhanam||                                                 | anuṣṭubh          |
| 4          | 76       | āyuḥ kīrtir{ }yaśaḥ saukhyaṃ dhanyād{ }eva pravardhate|                                         | anuṣṭubh          |
| 4          | 76       | śāntiḥ puṣṭiḥ smṛtir{ }medhā jāyate dhanyamānave||                                              | anuṣṭubh          |
| 4          | 77       | pramādasthāna pañcaiva kīrtayiṣyāmi tac{ }chṛṇu|                                                | anuṣṭubh          |
| 4          | 77       | brahmahatyā surāpānaṃ steyo gurvaṅganāgamam|                                                    | anuṣṭubh          |
| 4          | 77       | mahāpātakam{ }ity{ }āhus{ }tatsaṃyogī ca pañcamaḥ||                                             | anuṣṭubh          |
| 4          | 78       | anṛtaṃ ca samutkarṣe rājagāmī ca paiśunaḥ|                                                      | anuṣṭubh          |
| 4          | 78       | guroś{ }cālīkanirbandhaḥ samāni brahmahatyayā||                                                 | anuṣṭubh          |
| 4          | 79       | brahmojjhaṃ vedanindā ca kūṭasākṣī suhṛdvadhaḥ|                                                 | anuṣṭubh          |
| 4          | 79       | garhitānādyayor{ }jagdhiḥ surāpānasamāni ṣaṭ||                                                  | anuṣṭubh          |
| 4          | 80       | retotsekaḥ svayonyāsu kumārīṣv{ }antyajāsu ca|                                                  | anuṣṭubh          |
| 4          | 80       | sakhyuḥ putrasya ca strīṣu gurutalpasamaḥ smṛtaḥ||                                              | anuṣṭubh          |
| 4          | 81       | nikṣepasyāpaharaṇaṃ narāśvarajatasya ca|                                                        | anuṣṭubh          |
| 4          | 81       | bhūmivajramaṇīnāṃ ca rukmasteyasamaḥ smṛtaḥ||                                                   | anuṣṭubh          |
| 4          | 82       | catvāra ete sambhūya yat{ }pāpaṃ kurute naraḥ|                                                  | anuṣṭubh          |
| 4          | 82       | mahāpātakapañcaitat tena sarvaṃ prakāśitam|                                                     | anuṣṭubh          |
| 4          | 82       | pañcapramādam{ }etāni varjanīyaṃ dvijottama||                                                   | anuṣṭubh          |
| 4          | 83       | kāyavāṅmanamādhuryaś{ }cakṣur{ }buddhiś{ }ca pañcamaḥ|                                          | anuṣṭubh          |
| 4          | 83       | saumyadṛṣṭipradānaṃ ca krūrabuddhiṃ ca varjayet||                                               | anuṣṭubh          |
| 4          | 84       | prasannamanasā dhyāyet{ }priyavākyam{ }udīrayet|                                                | anuṣṭubh          |
| 4          | 84       | yathāśaktipradānaṃ ca svāśramābhyāgato guruḥ||                                                  | anuṣṭubh          |
| 4          | 85       | indhanodakadānaṃ ca jātavedam{ }athāpi vā|                                                      | anuṣṭubh          |
| 4          | 85       | sulabhāni na dattāni indhanāgnyudakāni ca|                                                      | anuṣṭubh          |
| 4          | 85       | kṣute jīveti vā noktaṃ tasya kiṃ parataḥ phalam||                                               | anuṣṭubh          |
| 4          | 86       | pañcārjavāḥ praśaṃsanti munayas{ }tattvadarśinaḥ|                                               | anuṣṭubh          |
| 4          | 86       | karmavṛttyābhivṛddhiṃ ca pāratoṣikam{ }eva ca|                                                  | anuṣṭubh          |
| 4          | 86       | strīdhanotkocavittaṃ ca ārjavo nābhinandati||                                                   | anuṣṭubh          |
| 4          | 87       | ārjavo na vṛthā yajña ārjavo na vṛthā tapaḥ|                                                    | anuṣṭubh          |
| 4          | 87       | ārjavo na vṛthā dānam{ }ārjavo na vṛthāgnayaḥ||                                                 | anuṣṭubh          |
| 4          | 88       | ārjavasyendriyagrāmaḥ suprasanno 'pi tiṣṭhati|                                                  | anuṣṭubh          |
| 4          | 88       | ārjavasya sadā devāḥ kāye tasya caranti te||                                                    | anuṣṭubh          |
| 4          | 89       | iti yamapravibhāgaḥ kīrtito 'yaṃ dvijendra                                                      | mālinī            |
| 4          | 89       | iha parata sukhārthaṃ kārayet{ }taṃ manuṣyaḥ|                                                   | mālinī            |
| 4          | 89       | duritamalapahārī śaṅkarasyājñayāste                                                             | mālinī            |
| 4          | 89       | bhavati pṛthivibhartā hy{ }ekachatrapravartā||                                                  | mālinī            |
| 4          | 0        | <COLOPHON>iti vṛṣasārasaṃgrahe yamavibhāgo nāmādhyāyaś{ }caturthaḥ</COLOPHON>                   | colophon          |
| 5          | 1        | vigatarāga uvāca|*                                                                              | speakerindication |
| 5          | 1        | kathaya niyamatattvaṃ sāmprataṃ tvaṃ viśeṣād                                                    | mālinī            |
| 5          | 1        | amṛtavacanatulyaṃ śrotukāmo gato 'smi|                                                          | mālinī            |
| 5          | 1        | prakṛtidahanadagdhaṃ jñānatoyair{ }niṣiktam                                                     | mālinī            |
| 5          | 1        | apara vada{-}m{-}atajjñaṃ nāsti dharmeṣu tṛptiḥ||                                               | mālinī            |
| 5          | 2        | anarthayajña uvāca|*                                                                            | speakerindication |
| 5          | 2        | śravaṇasukham{ }ato 'nyat{ }kīrtayiṣye dvijendra                                                | mālinī            |
| 5          | 2        | niyamakalaviśeṣaḥ pañca pañca prakāraḥ|                                                         | mālinī            |
| 5          | 2        | hariharamunibhīṣṭaṃ dharmasāraṃ dvijendra                                                       | mālinī            |
| 5          | 2        | kalikaluṣavināśaṃ prāyamokṣaprasiddham||                                                        | mālinī            |
| 5          | 3        | śaucam{ }ijyā tapo dānaṃ svādhyāyopasthanigrahaḥ|                                               | anuṣṭubh          |
| 5          | 3        | vratopavāsamaunaṃ ca snānaṃ ca niyamā daśa||                                                    | anuṣṭubh          |
| 5          | 4        | tatra śaucādinirdeśaṃ vakṣyāmīha dvijottama|                                                    | anuṣṭubh          |
| 5          | 4        | śārīraśaucam{ }āhāro mātrā bhāvaś{ }ca pañcamaḥ||                                               | anuṣṭubh          |
| 5          | 5        | tāḍayen{ }na ca bandheta na ca prāṇair{ }viyojayet|                                             | anuṣṭubh          |
| 5          | 5        | parastrīparadravyeṣu śaucaṃ kāyikam{ }ucyate||                                                  | anuṣṭubh          |
| 5          | 6        | śrotraśaucaṃ dvijaśreṣṭha gudopasthamukhādayaḥ|                                                 | anuṣṭubh          |
| 5          | 6        | mukhasyācamanaṃ śaucam{ }āhāravacaneṣu ca||                                                     | anuṣṭubh          |
| 5          | 7        | mūtraviṣṭāsamutsarge devatārādhaneṣu ca|                                                        | anuṣṭubh          |
| 5          | 7        | mṛttoyais{ }tu gudopasthaṃ śaucayīta vicakṣaṇaḥ||                                               | anuṣṭubh          |
| 5          | 8        | ekopasthe gude pañca tathaikatra kare daśa|                                                     | anuṣṭubh          |
| 5          | 8        | ubhayoḥ sapta dātavyā mṛdaḥ śuddhiṃ samīhatā||                                                  | anuṣṭubh          |
| 5          | 9        | etac{ }chaucaṃ gṛhasthānāṃ dviguṇaṃ brahmacāriṇām|                                              | anuṣṭubh          |
| 5          | 9        | vānaprasthasya triguṇaṃ yatīnāṃ tu caturguṇam||                                                 | anuṣṭubh          |
| 5          | 10       | āhāraśaucaṃ vakṣyāmi śṛṇuṣvāvahito bhava|                                                       | anuṣṭubh          |
| 5          | 10       | bhāgadvayaṃ tu bhuñjīta bhāgam{ }ekaṃ jalaṃ pibet|                                              | anuṣṭubh          |
| 5          | 10       | vāyusaṃcāradānārthaṃ caturtham{ }avaśeṣayet||                                                   | anuṣṭubh          |
| 5          | 11       | snigdhasvādurasaiḥ ṣaḍbhir{ }āhāraṣaḍrasair{ }budhaḥ|                                           | anuṣṭubh          |
| 5          | 11       | dhātuvaiṣamyanāśo 'sti na ca rogāḥ sudāruṇāḥ||                                                  | anuṣṭubh          |
| 5          | 12       | abhakṣyaṃ ca na bhakṣeta apeyaṃ na ca pāyayet|                                                  | anuṣṭubh          |
| 5          | 12       | agamyaṃ na ca gamyeta avācyaṃ na ca bhāṣayet||                                                  | anuṣṭubh          |
| 5          | 13       | laśunaṃ ca palāṇḍuṃ ca gṛñjanaṃ kavakāni ca|                                                    | anuṣṭubh          |
| 5          | 13       | gauraṃ ca sūkaraṃ māṃsaṃ varjayec{ }ca vidhānataḥ||                                             | anuṣṭubh          |
| 5          | 14       | chattrākaṃ viḍvarāhaṃ ca gomāṃsaṃ ca na bhakṣayet|                                              | anuṣṭubh          |
| 5          | 14       | caṭakaṃ ca kapotaṃ ca jālapādāṃś{ }ca varjayet||                                                | anuṣṭubh          |
| 5          | 15       | haṃsasārasacakrāhvakukkuṭān{ }śukaśyenakān|                                                     | anuṣṭubh          |
| 5          | 15       | kākolūkaṃ balākaṃ ca matsyādīṃś{ }cāpi varjayet||                                               | anuṣṭubh          |
| 5          | 16       | amedhyāṃś{ }cāpavitrāṃś{ }ca sarvān{ }eva vivarjayet|                                           | anuṣṭubh          |
| 5          | 16       | śākamūlaphalānāṃ ca abhakṣyaṃ parivarjayet||                                                    | anuṣṭubh          |
| 5          | 17       | mānaveṣu purāṇeṣu śaivabhāratasaṃhite|                                                          | anuṣṭubh          |
| 5          | 17       | kīrtitāni viśeṣeṇa śaucācāram{ }aśeṣataḥ|                                                       | anuṣṭubh          |
| 5          | 17       | tvayā jijñāsito 'smy{ }adya saṃkṣiptaḥ kathito mayā||                                           | anuṣṭubh          |
| 5          | 18       | satyavādī śucir{ }nityaṃ dhyānayogarataḥ śuciḥ|                                                 | anuṣṭubh          |
| 5          | 18       | ahiṃsakaḥ śucir{ }dānto dayābhūtakṣamā śuciḥ||                                                  | anuṣṭubh          |
| 5          | 19       | sarveṣām{ }eva śaucānām{ }arthaśaucaṃ paraṃ smṛtam|                                             | anuṣṭubh          |
| 5          | 19       | yo 'rthe hi śuciḥ sa śucir{ }na mṛdvāriśuciḥ śuciḥ|                                             | anuṣṭubh          |
| 5          | 19       | kāyavāṅmanasāṃ śaucaṃ sa śuciḥ sarvavastuṣu||                                                   | anuṣṭubh          |
| 5          | 20       | śaucāśaucavidhijña mānava yadi kālakṣaye niścayaḥ                                               | śārdūlavikrīḍita  |
| 5          | 20       | saubhāgyatvam{ }avāpnuvanti satataṃ kīrtir{ }yaśo'laṅkṛtāḥ|                                     | śārdūlavikrīḍita  |
| 5          | 20       | prāptaṃ tena ihaiva puṇyasakalaṃ saddharmaśāstreritaṃ                                           | śārdūlavikrīḍita  |
| 5          | 20       | jīvānte ca paratra{-}m{-}īhitagatiṃ prāpnoti niḥsaṃśayam||                                      | śārdūlavikrīḍita  |
| 5          | 0        | <COLOPHON>iti vṛṣasārasaṃgrahe śaucācāravidhir{ }nāmādhyāyaḥ pañcamaḥ</COLOPHON>                | colophon          |
| 6          | 1        | atha pañcavidhām{ }ijyāṃ pravakṣyāmi dvijottama|                                                | speakerindication |
| 6          | 1        | dharmamokṣaprasiddhyarthaṃ śṛṇuṣvāvahito dvija||                                                | anuṣṭubh          |
| 6          | 2        | arthayajñaḥ kriyāyajño japayajñas{ }tathaiva ca|                                                | anuṣṭubh          |
| 6          | 2        | jñānaṃ dhyānaṃ ca pañcaitat{ }pravakṣyāmi pṛthak{ }pṛthak||                                     | anuṣṭubh          |
| 6          | 3        | agnyupāsanakarmādi agnihotrakratukriyā|                                                         | anuṣṭubh          |
| 6          | 3        | aṣṭakā pārvaṇī śrāddhaṃ dravyayajñaḥ sa ucyate||                                                | anuṣṭubh          |
| 6          | 4        | ārāmodyānavāpīṣu devatāyataneṣu ca|                                                             | anuṣṭubh          |
| 6          | 4        | svahastakṛtasaṃskāraḥ kriyāyajña sa ucyate||                                                    | anuṣṭubh          |
| 6          | 5        | japayajñaṃ tato vakṣye svargamokṣaphalapradam|                                                  | anuṣṭubh          |
| 6          | 5        | vedādhyayana kartavyaṃ śivasaṃhitam{ }eva ca|                                                   | anuṣṭubh          |
| 6          | 5        | itihāsapurāṇaṃ ca japayajñaḥ sa ucyate||                                                        | anuṣṭubh          |
| 6          | 6        | idaṃ karma akarmedam{ }ūhāpohaviśāradaḥ|                                                        | anuṣṭubh          |
| 6          | 6        | śāstracakṣuḥ samālokya jñānayajñaḥ sa ucyate||                                                  | anuṣṭubh          |
| 6          | 7        | dhyānayajñaṃ samāsena kathayiṣyāmi te śṛṇu|                                                     | anuṣṭubh          |
| 6          | 7        | dhyānaṃ pañcavidhaṃ caiva kīrtitaṃ hariṇā purā|                                                 | anuṣṭubh          |
| 6          | 7        | sūryaḥ somo 'gni sphaṭikaḥ sūkṣmaṃ tattvaṃ ca pañcamam||                                        | anuṣṭubh          |
| 6          | 8        | sūryamaṇḍalam{ }ādau tu tattvaṃ prakṛtir{ }ucyate|                                              | anuṣṭubh          |
| 6          | 8        | tasya madhye śaśiṃ dhyāyet{ }tattvaṃ puruṣa ucyate||                                            | anuṣṭubh          |
| 6          | 9        | candramaṇḍalamadhye tu jvālām{ }agniṃ vicintayet|                                               | anuṣṭubh          |
| 6          | 9        | prabhutattvaḥ sa vijñeyo janmamṛtyuvināśanaḥ||                                                  | anuṣṭubh          |
| 6          | 10       | agnimaṇḍalamadhye tu dhyāyet{ }sphaṭika nirmalam|                                               | anuṣṭubh          |
| 6          | 10       | vidyātattvaḥ sa vijñeyaḥ kāraṇam{ }ajam{ }avyayam||                                             | anuṣṭubh          |
| 6          | 11       | vidyāmaṇḍalamadhye tu dhyāyet{ }tattvam{ }anuttamam|                                            | anuṣṭubh          |
| 6          | 11       | akīrtitam{ }anaupamyaṃ śivam{ }akṣayam{ }avyayam|                                               | anuṣṭubh          |
| 6          | 11       | pañcamaṃ dhyānayajñasya tattvam{ }uktaṃ samāsataḥ||                                             | anuṣṭubh          |
| 6          | 12       | vigatarāga uvāca|*                                                                              | speakerindication |
| 6          | 12       | ekaikasya tu tattvasya phalaṃ kīrtaya kīdṛśam|                                                  | anuṣṭubh          |
| 6          | 12       | kāni lokāḥ prapadyante kālaṃ vāsya tapodhana||                                                  | anuṣṭubh          |
| 6          | 13       | anarthayajña uvāca|*                                                                            | speakerindication |
| 6          | 13       | brahmalokaṃ tu prathamaṃ tattvaprakṛticintayā|                                                  | anuṣṭubh          |
| 6          | 13       | kalpakoṭisahasrāṇi śivavan{ }modate sukhī||                                                     | anuṣṭubh          |
| 6          | 14       | dvitīyaṃ tattva puruṣaṃ dhyāyamāno mṛto yadi|                                                   | anuṣṭubh          |
| 6          | 14       | viṣṇulokam{ }ito yāti kalpakoṭyayutaṃ sukhī||                                                   | anuṣṭubh          |
| 6          | 15       | prabhutattvaṃ tṛtīyaṃ tu dhyāyamāno mariṣyati|                                                  | anuṣṭubh          |
| 6          | 15       | śivaloke vasen{ }nityaṃ kalpakoṭyayutaṃ śatam||                                                 | anuṣṭubh          |
| 6          | 16       | vidyātattvāmṛtaṃ dhyāyet{ }sadāśivam{ }anāmayam|                                                | anuṣṭubh          |
| 6          | 16       | akṣayaṃ lokam{ }āpnoti kalpānāntaparaṃ tathā||                                                  | anuṣṭubh          |
| 6          | 17       | pañcamaṃ śivatattvaṃ tu sūkṣmaṃ cātmani saṃsthitam|                                             | anuṣṭubh          |
| 6          | 17       | na kālasaṃkhyā tatrāsti śivena saha modate||                                                    | anuṣṭubh          |
| 6          | 18       | pañcadhyānābhiyukto bhavati ca na punarjanmasaṃskārabandhaḥ                                     | sragdharā         |
| 6          | 18       | jijñāsyantāṃ dvijendra bhavadahanakaraḥ prārthanākalpavṛkṣaḥ|                                   | sragdharā         |
| 6          | 18       | janmenaikena muktir{ }bhavati kimu na vā mānavāḥ sādhayantu                                     | sragdharā         |
| 6          | 18       | pratyakṣān{ }nānumānaṃ sakalamalaharaṃ svātmasaṃvedanīyam||                                     | sragdharā         |
| 6          | 19       | mānasaṃ tapa ādau tu dvitīyaṃ vācikaṃ tapaḥ|                                                    | anuṣṭubh          |
| 6          | 19       | kāyikaṃ ca tṛtīyaṃ tu manovākkarma tatparam|                                                    | anuṣṭubh          |
| 6          | 19       | kāyikaṃ vācikaṃ caiva tapo miśraka pañcamam||                                                   | anuṣṭubh          |
| 6          | 20       | manaḥsaumyaṃ prasādaś{ }ca ātmanigraham{ }eva ca|                                               | anuṣṭubh          |
| 6          | 20       | maunaṃ bhāvaviśuddhiś{ }ca pañcaitat{ }tapa mānasam||                                           | anuṣṭubh          |
| 6          | 21       | anudvegakarā vāṇī priyaṃ satyaṃ hitaṃ ca yat|                                                   | anuṣṭubh          |
| 6          | 21       | svādhyāyābhyasanaṃ caiva vācikaṃ tapa ucyate||                                                  | anuṣṭubh          |
| 6          | 22       | ārjavaṃ ca ahiṃsā ca brahmacaryaṃ surārcanam|                                                   | anuṣṭubh          |
| 6          | 22       | śaucaṃ pañcamam{ }ity{ }etat{ }kāyikaṃ tapa ucyate||                                            | anuṣṭubh          |
| 6          | 23       | iṣṭaṃ kalyāṇabhāvaṃ ca dhanyaṃ pathyaṃ hitaṃ vadet|                                             | anuṣṭubh          |
| 6          | 23       | manomiśraka pañcaitat{ }tapa uktaṃ maharṣibhiḥ||                                                | anuṣṭubh          |
| 6          | 24       | svasti maṅgalam{ }āśīrbhir{ }atithigurupūjanam|                                                 | anuṣṭubh          |
| 6          | 24       | kāyamiśraka pañcaitat{ }tapa uktaṃ mahātmabhiḥ||                                                | anuṣṭubh          |
| 6          | 25       | maṇḍūkayogī hemante grīṣme pañcatapās{ }tathā|                                                  | anuṣṭubh          |
| 6          | 25       | abhrāvakāśo varṣāsu tapaḥ sādhanam{ }ucyate||                                                   | anuṣṭubh          |
| 6          | 26       | svamāṃsoddhṛtya dānaṃ ca hastapādaśiras{ }tathā|                                                | anuṣṭubh          |
| 6          | 26       | puṣpam{ }utpādya dānaṃ{ }ca sarve te tapasādhanāḥ||                                             | anuṣṭubh          |
| 6          | 27       | kṛcchrātikṛcchraṃ naktaṃ ca taptakṛcchram{ }ayācitam|                                           | anuṣṭubh          |
| 6          | 27       | cāndrāyaṇaṃ parākaṃ ca tapaḥ sāṃtapanādayaḥ||                                                   | anuṣṭubh          |
| 6          | 28       | yenedaṃ tapa tapyate sumanasā saṃsāraduḥkhacchidam                                              | śārdūlavikrīḍita  |
| 6          | 28       | āśāpāśa vimucya nirmalamatis{ }tyaktvā jaghanyaṃ phalam|                                        | śārdūlavikrīḍita  |
| 6          | 28       | svargākāṅkṣyanṛpatvabhogaviṣayaṃ sarvāntikaṃ tatphalaṃ                                          | śārdūlavikrīḍita  |
| 6          | 28       | jantuḥ śāśvatajanmamṛtyubhavane tanniṣṭhasādhyaṃ vahet||                                        | śārdūlavikrīḍita  |
| 6          | 0        | <COLOPHON>iti vṛṣasārasaṃgrahe ṣaṣṭho 'dhyāyaḥ</COLOPHON>                                       | colophon          |
| 7          | 1        | dānāni ca tathety{ }āhuḥ pañcadhā munibhiḥ purā|                                                | anuṣṭubh          |
| 7          | 1        | annaṃ vastraṃ hiraṇyaṃ ca bhūmi godāna pañcamam||                                               | anuṣṭubh          |
| 7          | 2        | annāt{ }tejaḥ smṛtiḥ prāṇaḥ annāt{ }puṣṭir{ }vapuḥ sukham|                                      | anuṣṭubh          |
| 7          | 2        | annāc{ }chrīḥ kānti vīryaṃ ca annāt{ }sattvaṃ ca jāyate||                                       | anuṣṭubh          |
| 7          | 3        | annāj{ }jīvanti bhūtāni annaṃ tuṣṭikaraṃ sadā|                                                  | anuṣṭubh          |
| 7          | 3        | ānnāt{ }kāmo mado darpaḥ annāc{ }chauryaṃ ca jāyate||                                           | anuṣṭubh          |
| 7          | 4        | annaṃ kṣudhātṛṣāvyādhīn{ }sadya eva vināśayet|                                                  | anuṣṭubh          |
| 7          | 4        | annadānāc{ }ca saubhāgyaṃ khyātiḥ kīrtiś{ }ca jāyate||                                          | anuṣṭubh          |
| 7          | 5        | annadaḥ prāṇadaś{ }caiva prāṇadaś{ }cāpi sarvadaḥ|                                              | anuṣṭubh          |
| 7          | 5        | tasmād{ }annasamaṃ dānaṃ na bhūtaṃ na bhaviṣyati||                                              | anuṣṭubh          |
| 7          | 6        | vastrābhāvān{ }manuṣyasya śriyād{ }api parityajet|                                              | anuṣṭubh          |
| 7          | 6        | vastrahīno na pūjyeta bhāryāputrasakhādibhiḥ||                                                  | anuṣṭubh          |
| 7          | 7        | vidyāvān{ }sukulīno 'pi jñānavān{ }guṇavān{ }api|                                               | anuṣṭubh          |
| 7          | 7        | vastrahīnaḥ parādhīnaḥ paribhūtaḥ pade pade||                                                   | anuṣṭubh          |
| 7          | 8        | apamānam{ }avajñāṃ ca vastrahīno hy{ }avāpnuyāt|                                                | anuṣṭubh          |
| 7          | 8        | jugupsati mahātmāpi sabhāstrījanasaṃsadi||                                                      | anuṣṭubh          |
| 7          | 9        | tasmād{ }vastrapradānāni praśaṃsanti manīṣiṇaḥ|                                                 | anuṣṭubh          |
| 7          | 9        | na jīrṇaṃ sphuṭitaṃ dadyād{ }vastraṃ kutsitam{ }eva vā||                                        | anuṣṭubh          |
| 7          | 10       | navaṃ purāṇarahitaṃ mṛdu sūkṣmaṃ suśobhanam|                                                    | anuṣṭubh          |
| 7          | 10       | susaṃskṛtya pradātavyaṃ śraddhābhaktisamanvitam||                                               | anuṣṭubh          |
| 7          | 11       | śraddhāsattvaviśeṣeṇa deśakālavidhena ca|                                                       | anuṣṭubh          |
| 7          | 11       | pātradravyaviśeṣeṇa phalam{ }āhuḥ pṛthak{ }pṛthak||                                             | anuṣṭubh          |
| 7          | 12       | yādṛśaṃ dīyate vastraṃ tādṛśaṃ prāpyate phalam|                                                 | anuṣṭubh          |
| 7          | 12       | jīrṇavastrapradānena jīrṇavastram{ }avāpnuyāt|                                                  | anuṣṭubh          |
| 7          | 12       | śobhanaṃ dīyate vastraṃ śobhanaṃ vastram{ }āpnuyāt||                                            | anuṣṭubh          |
| 7          | 13       | dadyād{ }vastra suśobhanaṃ dvijavare kāle śubhe sādaram                                         | śārdūlavikrīḍita  |
| 7          | 13       | saubhāgyam{ }atulaṃ labheta sa naro rūpaṃ tathā śobhanam|                                       | śārdūlavikrīḍita  |
| 7          | 13       | tasmin{ }yāti suvastrakoṭi śataśaḥ prāpnoti niḥsaṃśayam                                         | śārdūlavikrīḍita  |
| 7          | 13       | tasmāt{ }tvaṃ kuru vastradānam{ }asakṛt{ }pāratrikotkarṣaṇam||                                  | śārdūlavikrīḍita  |
| 7          | 14       | suvarṇadānaṃ viprendra saṃkṣipya kathayāmy{ }aham|                                              | anuṣṭubh          |
| 7          | 14       | pavitraṃ maṅgalaṃ puṇyaṃ sarvapātakanāśanam||                                                   | anuṣṭubh          |
| 7          | 15       | dhārayet{ }satataṃ vipra suvarṇakaṭakāṅgulim|                                                   | anuṣṭubh          |
| 7          | 15       | mucyate sarvapāpebhyo rāhuṇā candramā yathā||                                                   | anuṣṭubh          |
| 7          | 16       | dattvā suvarṇaṃ viprebhyo devebhyaś{ }ca dvijarṣabha|                                           | anuṣṭubh          |
| 7          | 16       | tuṭimātre 'pi yo dadyāt{ }sarvapāpaiḥ pramucyate||                                              | anuṣṭubh          |
| 7          | 17       | raktimāṣakakarṣaṃ vā palārdhaṃ palam{ }eva vā|                                                  | anuṣṭubh          |
| 7          | 17       | evam{ }eva phalaṃvṛddhir{ }jñeyā dānaviśeṣataḥ||                                                | anuṣṭubh          |
